fecha_hora,estacion,pm25_concentracion,pm25_media_movil,iboca
2021-04-06 04:00:00,Ciudad Bolívar,4.0,11.9,49.58
2021-04-06 04:00:00,Fontibon,5.0,16.1,58.67
2021-04-06 04:00:00,Guaymaral,4.0,7.7,32.08
2021-04-06 04:00:00,Kennedy,4.0,11.9,49.58
2021-04-06 04:00:00,Las Ferias,10.0,14.3,54.81
2021-04-06 04:00:00,MinAmbiente,2.0,14.2,54.6
2021-04-06 04:00:00,Móvil 7ma,2.0,7.9,32.92
2021-04-06 04:00:00,San Cristobal,24.0,16.9,60.38
2021-04-06 04:00:00,Tunal,7.0,9.0,37.5
2021-04-06 04:00:00,Usaquen,15.0,8.1,33.75
2021-04-06 05:00:00,Bolivia,5.0,14.8,55.88
2021-04-06 05:00:00,CDAR,8.0,10.4,43.33
2021-04-06 05:00:00,Carvajal - Sevillana,23.0,34.7,98.5
2021-04-06 05:00:00,Ciudad Bolívar,4.0,11.1,46.25
2021-04-06 05:00:00,Fontibon,6.0,15.6,57.6
2021-04-06 05:00:00,Guaymaral,2.0,7.7,32.08
2021-04-06 05:00:00,Kennedy,11.0,11.5,47.92
2021-04-06 05:00:00,Las Ferias,17.0,14.6,55.45
2021-04-06 05:00:00,MinAmbiente,4.0,14.2,54.6
2021-04-06 05:00:00,Móvil 7ma,8.0,8.0,33.33
2021-04-06 05:00:00,Puente Aranda,3.0,19.5,65.95
2021-04-06 05:00:00,San Cristobal,28.0,17.6,61.88
2021-04-06 05:00:00,Tunal,8.0,8.9,37.08
2021-04-06 05:00:00,Usaquen,19.0,8.8,36.67
2021-04-06 06:00:00,Bolivia,4.0,13.9,53.95
2021-04-06 06:00:00,CDAR,6.0,10.1,42.08
2021-04-06 06:00:00,Carvajal - Sevillana,26.0,33.0,94.86
2021-04-06 06:00:00,Ciudad Bolívar,11.0,10.7,44.58
2021-04-06 06:00:00,Fontibon,5.0,15.1,56.52
2021-04-06 06:00:00,Guaymaral,10.0,6.9,28.75
2021-04-06 06:00:00,Kennedy,8.0,11.2,46.67
2021-04-06 06:00:00,Las Ferias,16.0,14.6,55.45
2021-04-06 06:00:00,MinAmbiente,5.0,13.9,53.95
2021-04-06 06:00:00,Móvil 7ma,8.0,8.1,33.75
2021-04-06 06:00:00,Puente Aranda,8.0,18.9,64.66
2021-04-06 06:00:00,San Cristobal,11.0,17.5,61.66
2021-04-06 06:00:00,Suba,6.0,8.5,35.42
2021-04-06 06:00:00,Tunal,27.0,8.7,36.25
2021-04-06 06:00:00,Usaquen,24.0,9.3,38.75
2021-04-06 07:00:00,Bolivia,12.0,13.5,53.1
2021-04-06 07:00:00,CDAR,14.0,10.1,42.08
2021-04-06 07:00:00,Carvajal - Sevillana,54.0,33.4,95.72
2021-04-06 07:00:00,Ciudad Bolívar,10.0,10.4,43.33
2021-04-06 07:00:00,Fontibon,7.0,13.9,53.95
2021-04-06 07:00:00,Guaymaral,7.0,6.5,27.08
2021-04-06 07:00:00,Kennedy,6.0,10.9,45.42
2021-04-06 07:00:00,Las Ferias,19.0,14.1,54.38
2021-04-06 07:00:00,MinAmbiente,9.0,10.3,42.92
2021-04-06 07:00:00,Móvil 7ma,12.0,8.2,34.17
2021-04-06 07:00:00,Puente Aranda,17.0,18.9,64.66
2021-04-06 07:00:00,San Cristobal,29.0,17.6,61.88
2021-04-06 07:00:00,Suba,11.0,8.8,36.67
2021-04-06 07:00:00,Tunal,9.0,7.9,32.92
2021-04-06 07:00:00,Usaquen,16.0,9.6,40.0
2021-04-06 08:00:00,Bolivia,9.0,13.0,52.03
2021-04-06 08:00:00,CDAR,10.0,9.9,41.25
2021-04-06 08:00:00,Carvajal - Sevillana,62.0,34.3,97.64
2021-04-06 08:00:00,Ciudad Bolívar,8.0,10.1,42.08
2021-04-06 08:00:00,Fontibon,22.0,13.1,52.24
2021-04-06 08:00:00,Guaymaral,12.0,5.9,24.58
2021-04-06 08:00:00,Kennedy,11.0,10.9,45.42
2021-04-06 08:00:00,Las Ferias,48.0,15.8,58.02
2021-04-06 08:00:00,MinAmbiente,12.0,9.0,37.5
2021-04-06 08:00:00,Móvil 7ma,18.0,8.6,35.83
2021-04-06 08:00:00,Puente Aranda,15.0,18.0,62.74
2021-04-06 08:00:00,San Cristobal,40.0,17.1,60.81
2021-04-06 08:00:00,Suba,40.0,9.8,40.83
2021-04-06 08:00:00,Tunal,7.0,7.7,32.08
2021-04-06 08:00:00,Usaquen,14.0,9.9,41.25
2021-04-06 09:00:00,Bolivia,11.0,12.7,51.38
2021-04-06 09:00:00,CDAR,21.0,9.6,40.0
2021-04-06 09:00:00,Carvajal - Sevillana,45.0,34.9,98.93
2021-04-06 09:00:00,Ciudad Bolívar,8.0,10.0,41.67
2021-04-06 09:00:00,Fontibon,27.0,12.7,51.38
2021-04-06 09:00:00,Guaymaral,13.0,6.2,25.83
2021-04-06 09:00:00,Kennedy,17.0,11.2,46.67
2021-04-06 09:00:00,Las Ferias,45.0,16.3,59.09
2021-04-06 09:00:00,MinAmbiente,18.0,9.0,37.5
2021-04-06 09:00:00,Móvil 7ma,21.0,8.7,36.25
2021-04-06 09:00:00,Puente Aranda,18.0,17.8,62.31
2021-04-06 09:00:00,San Cristobal,34.0,17.1,60.81
2021-04-06 09:00:00,Suba,29.0,10.4,43.33
2021-04-06 09:00:00,Tunal,4.0,7.6,31.67
2021-04-06 09:00:00,Usaquen,8.0,10.2,42.5
2021-04-06 10:00:00,Bolivia,10.0,12.6,51.17
2021-04-06 10:00:00,CDAR,16.0,9.5,39.58
2021-04-06 10:00:00,Carvajal - Sevillana,31.0,34.2,97.43
2021-04-06 10:00:00,Ciudad Bolívar,13.0,10.2,42.5
2021-04-06 10:00:00,Fontibon,34.0,13.2,52.46
2021-04-06 10:00:00,Guaymaral,14.0,6.4,26.67
2021-04-06 10:00:00,Kennedy,13.0,11.3,47.08
2021-04-06 10:00:00,Las Ferias,16.0,16.3,59.09
2021-04-06 10:00:00,MinAmbiente,12.0,8.7,36.25
2021-04-06 10:00:00,Móvil 7ma,19.0,8.5,35.42
2021-04-06 10:00:00,Puente Aranda,18.0,17.2,61.02
2021-04-06 10:00:00,San Cristobal,41.0,17.6,61.88
2021-04-06 10:00:00,Suba,17.0,10.9,45.42
2021-04-06 10:00:00,Usaquen,12.0,10.7,44.58
2021-04-06 11:00:00,Bolivia,8.0,12.5,50.96
2021-04-06 11:00:00,CDAR,11.0,10.4,43.33
2021-04-06 11:00:00,Carvajal - Sevillana,5.0,9.4,39.17
2021-04-06 11:00:00,Ciudad Bolívar,21.0,13.7,53.53
2021-04-06 11:00:00,Fontibon,9.0,6.5,27.08
2021-04-06 11:00:00,Guaymaral,14.0,11.5,47.92
2021-04-06 11:00:00,Kennedy,16.0,16.8,60.17
2021-04-06 11:00:00,Las Ferias,7.0,8.9,37.08
2021-04-06 11:00:00,MinAmbiente,11.0,8.4,35.0
2021-04-06 11:00:00,Móvil 7ma,26.0,17.7,62.09
2021-04-06 11:00:00,Puente Aranda,45.0,18.5,63.81
2021-04-06 11:00:00,San Cristobal,1.0,10.8,45.0
2021-04-06 11:00:00,Tunal,4.0,10.4,43.33
2021-04-06 12:00:00,Bolivia,10.0,12.5,50.96
2021-04-06 12:00:00,CDAR,19.0,10.4,43.33
2021-04-06 12:00:00,Carvajal - Sevillana,3.0,9.2,38.33
2021-04-06 12:00:00,Ciudad Bolívar,4.0,13.3,52.67
2021-04-06 12:00:00,Fontibon,7.0,6.7,27.92
2021-04-06 12:00:00,Guaymaral,11.0,11.3,47.08
2021-04-06 12:00:00,Kennedy,8.0,17.0,60.59
2021-04-06 12:00:00,Las Ferias,3.0,9.0,37.5
2021-04-06 12:00:00,MinAmbiente,7.0,8.4,35.0
2021-04-06 12:00:00,Móvil 7ma,11.0,17.8,62.31
2021-04-06 12:00:00,Puente Aranda,13.0,18.5,63.81
2021-04-06 12:00:00,San Cristobal,3.0,10.8,45.0
2021-04-06 12:00:00,Suba,1.0,7.9,32.92
2021-04-06 13:00:00,Bolivia,12.0,12.1,50.1
2021-04-06 13:00:00,CDAR,3.0,9.2,38.33
2021-04-06 13:00:00,Carvajal - Sevillana,38.0,34.4,97.86
2021-04-06 13:00:00,Ciudad Bolívar,17.0,10.5,43.75
2021-04-06 13:00:00,Fontibon,1.0,12.8,51.6
2021-04-06 13:00:00,Guaymaral,10.0,7.0,29.17
2021-04-06 13:00:00,Kennedy,12.0,11.3,47.08
2021-04-06 13:00:00,Las Ferias,3.0,16.5,59.52
2021-04-06 13:00:00,Móvil 7ma,4.0,8.4,35.0
2021-04-06 13:00:00,Puente Aranda,24.0,18.4,63.59
2021-04-06 13:00:00,San Cristobal,28.0,19.3,65.52
2021-04-06 13:00:00,Suba,5.0,10.8,45.0
2021-04-06 14:00:00,Bolivia,9.0,11.9,49.58
2021-04-06 14:00:00,CDAR,3.0,8.9,37.08
2021-04-06 14:00:00,Carvajal - Sevillana,47.0,35.6,100.35
2021-04-06 14:00:00,Ciudad Bolívar,12.0,10.3,42.92
2021-04-06 14:00:00,Guaymaral,14.0,7.5,31.25
2021-04-06 14:00:00,Kennedy,8.0,11.2,46.67
2021-04-06 14:00:00,Las Ferias,17.0,16.8,60.17
2021-04-06 14:00:00,Móvil 7ma,2.0,8.3,34.58
2021-04-06 14:00:00,Puente Aranda,6.0,17.7,62.09
2021-04-06 14:00:00,San Cristobal,10.0,19.4,65.73
2021-04-06 14:00:00,Suba,8.0,10.7,44.58
2021-04-06 14:00:00,Tunal,3.0,8.1,33.75
2021-04-06 15:00:00,Bolivia,14.0,12.1,50.1
2021-04-06 15:00:00,CDAR,1.0,8.6,35.83
2021-04-06 15:00:00,Carvajal - Sevillana,27.0,35.5,100.1
2021-04-06 15:00:00,Ciudad Bolívar,9.0,10.2,42.5
2021-04-06 15:00:00,Guaymaral,8.0,7.5,31.25
2021-04-06 15:00:00,Kennedy,8.0,11.2,46.67
2021-04-06 15:00:00,Las Ferias,13.0,16.8,60.17
2021-04-06 15:00:00,Móvil 7ma,4.0,8.3,34.58
2021-04-06 15:00:00,Puente Aranda,2.0,16.8,60.17
2021-04-06 15:00:00,San Cristobal,9.0,19.7,66.38
2021-04-06 15:00:00,Suba,6.0,10.4,43.33
2021-04-06 15:00:00,Tunal,4.0,8.1,33.75
2021-04-06 16:00:00,Bolivia,13.0,12.2,50.31
2021-04-06 16:00:00,CDAR,2.0,8.6,35.83
2021-04-06 16:00:00,Carvajal - Sevillana,33.0,35.6,100.35
2021-04-06 16:00:00,Ciudad Bolívar,7.0,10.0,41.67
2021-04-06 16:00:00,Fontibon,10.0,12.9,51.81
2021-04-06 16:00:00,Guaymaral,5.0,7.6,31.67
2021-04-06 16:00:00,Kennedy,7.0,11.0,45.83
2021-04-06 16:00:00,Las Ferias,7.0,16.4,59.31
2021-04-06 16:00:00,MinAmbiente,1.0,9.6,40.0
2021-04-06 16:00:00,Móvil 7ma,6.0,8.5,35.42
2021-04-06 16:00:00,San Cristobal,1.0,18.5,63.81
2021-04-06 16:00:00,Suba,1.0,9.8,40.83
2021-04-06 16:00:00,Tunal,3.0,8.2,34.17
2021-04-06 16:00:00,Usme,2.0,1.8,7.5
2021-04-06 17:00:00,Bolivia,10.0,11.8,49.17
2021-04-06 17:00:00,CDAR,1.0,8.6,35.83
2021-04-06 17:00:00,Carvajal - Sevillana,37.0,35.8,100.85
2021-04-06 17:00:00,Ciudad Bolívar,5.0,9.5,39.58
2021-04-06 17:00:00,Fontibon,8.0,12.8,51.6
2021-04-06 17:00:00,Guaymaral,7.0,7.7,32.08
2021-04-06 17:00:00,Kennedy,5.0,10.7,44.58
2021-04-06 17:00:00,Las Ferias,4.0,16.4,59.31
2021-04-06 17:00:00,MinAmbiente,4.0,9.6,40.0
2021-04-06 17:00:00,Móvil 7ma,4.0,8.3,34.58
2021-04-06 17:00:00,Puente Aranda,1.0,16.8,60.17
2021-04-06 17:00:00,Suba,5.0,9.3,38.75
2021-04-06 17:00:00,Tunal,5.0,8.2,34.17
2021-04-06 17:00:00,Usme,2.0,1.4,5.83
2021-04-06 18:00:00,Bolivia,8.0,11.2,46.67
2021-04-06 18:00:00,CDAR,3.0,8.0,33.33
2021-04-06 18:00:00,Carvajal - Sevillana,46.0,36.8,103.36
2021-04-06 18:00:00,Ciudad Bolívar,4.0,9.2,38.33
2021-04-06 18:00:00,Fontibon,9.0,12.6,51.17
2021-04-06 18:00:00,Guaymaral,5.0,7.7,32.08
2021-04-06 18:00:00,Kennedy,6.0,10.3,42.92
2021-04-06 18:00:00,Las Ferias,6.0,16.2,58.88
2021-04-06 18:00:00,MinAmbiente,4.0,8.6,35.83
2021-04-06 18:00:00,Móvil 7ma,4.0,7.7,32.08
2021-04-06 18:00:00,Suba,7.0,8.4,35.0
2021-04-06 18:00:00,Tunal,14.0,8.4,35.0
2021-04-06 18:00:00,Usme,2.0,1.2,5.0
2021-04-06 19:00:00,Bolivia,6.0,10.8,45.0
2021-04-06 19:00:00,CDAR,6.0,7.7,32.08
2021-04-06 19:00:00,Carvajal - Sevillana,32.0,37.0,103.86
2021-04-06 19:00:00,Ciudad Bolívar,3.0,9.0,37.5
2021-04-06 19:00:00,Fontibon,7.0,12.4,50.74
2021-04-06 19:00:00,Guaymaral,7.0,7.8,32.5
2021-04-06 19:00:00,Kennedy,7.0,9.8,40.83
2021-04-06 19:00:00,Las Ferias,5.0,15.8,58.02
2021-04-06 19:00:00,MinAmbiente,7.0,8.0,33.33
2021-04-06 19:00:00,Móvil 7ma,5.0,7.3,30.42
2021-04-06 19:00:00,Suba,4.0,8.2,34.17
2021-04-06 19:00:00,Tunal,15.0,7.9,32.92
2021-04-06 19:00:00,Usaquen,1.0,9.1,37.92
2021-04-06 19:00:00,Usme,2.0,1.1,4.58
2021-04-06 20:00:00,Bolivia,5.0,10.6,44.17
2021-04-06 20:00:00,CDAR,5.0,7.2,30.0
2021-04-06 20:00:00,Carvajal - Sevillana,52.0,37.1,104.11
2021-04-06 20:00:00,Ciudad Bolívar,5.0,8.9,37.08
2021-04-06 20:00:00,Fontibon,8.0,12.1,50.1
2021-04-06 20:00:00,Guaymaral,11.0,8.0,33.33
2021-04-06 20:00:00,Kennedy,6.0,9.4,39.17
2021-04-06 20:00:00,Las Ferias,10.0,15.4,57.17
2021-04-06 20:00:00,MinAmbiente,8.0,7.4,30.83
2021-04-06 20:00:00,Móvil 7ma,9.0,7.3,30.42
2021-04-06 20:00:00,Puente Aranda,5.0,15.4,57.17
2021-04-06 20:00:00,San Cristobal,4.0,18.5,63.81
2021-04-06 20:00:00,Suba,11.0,8.3,34.58
2021-04-06 20:00:00,Tunal,14.0,8.0,33.33
2021-04-06 20:00:00,Usaquen,2.0,8.4,35.0
2021-04-06 20:00:00,Usme,2.0,1.1,4.58
2021-04-06 21:00:00,Bolivia,5.0,10.0,41.67
2021-04-06 21:00:00,CDAR,7.0,6.6,27.5
2021-04-06 21:00:00,Carvajal - Sevillana,33.0,36.9,103.61
2021-04-06 21:00:00,Ciudad Bolívar,4.0,8.8,36.67
2021-04-06 21:00:00,Fontibon,9.0,11.3,47.08
2021-04-06 21:00:00,Guaymaral,13.0,8.3,34.58
2021-04-06 21:00:00,Kennedy,8.0,9.1,37.92
2021-04-06 21:00:00,Las Ferias,29.0,15.5,57.38
2021-04-06 21:00:00,MinAmbiente,9.0,6.7,27.92
2021-04-06 21:00:00,Móvil 7ma,13.0,7.6,31.67
2021-04-06 21:00:00,Puente Aranda,14.0,10.9,45.42
2021-04-06 21:00:00,San Cristobal,7.0,18.6,64.02
2021-04-06 21:00:00,Suba,7.0,8.6,35.83
2021-04-06 21:00:00,Tunal,16.0,8.5,35.42
2021-04-06 21:00:00,Usaquen,3.0,8.3,34.58
2021-04-06 21:00:00,Usme,2.0,1.2,5.0
2021-04-06 22:00:00,Bolivia,10.0,9.6,40.0
2021-04-06 22:00:00,CDAR,11.0,6.8,28.33
2021-04-06 22:00:00,Carvajal - Sevillana,30.0,36.0,101.35
2021-04-06 22:00:00,Ciudad Bolívar,7.0,8.7,36.25
2021-04-06 22:00:00,Fontibon,9.0,10.5,43.75
2021-04-06 22:00:00,Guaymaral,9.0,8.2,34.17
2021-04-06 22:00:00,Kennedy,6.0,8.9,37.08
2021-04-06 22:00:00,Las Ferias,17.0,15.8,58.02
2021-04-06 22:00:00,MinAmbiente,6.0,6.7,27.92
2021-04-06 22:00:00,Móvil 7ma,8.0,7.8,32.5
2021-04-06 22:00:00,Puente Aranda,10.0,10.9,45.42
2021-04-06 22:00:00,San Cristobal,18.0,19.0,64.88
2021-04-06 22:00:00,Suba,1.0,8.3,34.58
2021-04-06 22:00:00,Tunal,11.0,8.4,35.0
2021-04-06 22:00:00,Usaquen,1.0,8.3,34.58
2021-04-06 22:00:00,Usme,2.0,1.2,5.0
2021-04-06 23:00:00,Bolivia,8.0,9.3,38.75
2021-04-06 23:00:00,CDAR,6.0,6.9,28.75
2021-04-06 23:00:00,Carvajal - Sevillana,21.0,34.8,98.72
2021-04-06 23:00:00,Ciudad Bolívar,6.0,8.7,36.25
2021-04-06 23:00:00,Fontibon,13.0,11.1,46.25
2021-04-06 23:00:00,Guaymaral,10.0,8.4,35.0
2021-04-06 23:00:00,Kennedy,5.0,8.7,36.25
2021-04-06 23:00:00,Las Ferias,20.0,16.0,58.45
2021-04-06 23:00:00,MinAmbiente,4.0,6.8,28.33
2021-04-06 23:00:00,Móvil 7ma,3.0,7.9,32.92
2021-04-06 23:00:00,Puente Aranda,6.0,10.3,42.92
2021-04-06 23:00:00,San Cristobal,7.0,18.8,64.45
2021-04-06 23:00:00,Tunal,10.0,8.5,35.42
2021-04-06 23:00:00,Usaquen,1.0,8.1,33.75
2021-04-06 23:00:00,Usme,2.0,1.3,5.42
2021-04-07 00:00:00,Bolivia,3.0,8.9,37.08
2021-04-07 00:00:00,CDAR,6.0,4.7,19.58
2021-04-07 00:00:00,Carvajal - Sevillana,16.0,20.5,68.09
2021-04-07 00:00:00,Ciudad BolГ­var,4.0,7.1,29.58
2021-04-07 00:00:00,Fontibon,3.0,7.6,31.67
2021-04-07 00:00:00,Guaymaral,3.0,5.1,21.25
2021-04-07 00:00:00,JazmГ­n,5.0,6.0,25.0
2021-04-07 00:00:00,Las Ferias,4.0,8.7,36.25
2021-04-07 00:00:00,MinAmbiente,2.0,5.5,22.92
2021-04-07 00:00:00,MГіvil 7ma,3.0,4.0,16.67
2021-04-07 00:00:00,Puente Aranda,7.0,10.5,43.75
2021-04-07 00:00:00,San Cristobal,3.0,8.3,34.58
2021-04-07 00:00:00,Suba,3.0,5.5,22.92
2021-04-07 00:00:00,Tunal,7.0,6.0,25.0
2021-04-07 01:00:00,Bolivia,2.0,8.5,35.42
2021-04-07 01:00:00,CDAR,4.0,4.7,19.58
2021-04-07 01:00:00,Carvajal - Sevillana,2.0,19.7,66.38
2021-04-07 01:00:00,Ciudad BolГ­var,4.0,6.7,27.92
2021-04-07 01:00:00,Fontibon,3.0,7.4,30.83
2021-04-07 01:00:00,Guaymaral,3.0,4.9,20.42
2021-04-07 01:00:00,JazmГ­n,5.0,5.9,24.58
2021-04-07 01:00:00,Las Ferias,4.0,8.3,34.58
2021-04-07 01:00:00,MinAmbiente,3.0,5.3,22.08
2021-04-07 01:00:00,MГіvil 7ma,2.0,4.0,16.67
2021-04-07 01:00:00,Puente Aranda,8.0,10.3,42.92
2021-04-07 01:00:00,Suba,2.0,5.4,22.5
2021-04-07 01:00:00,Tunal,5.0,6.0,25.0
2021-04-07 01:00:00,Usaquen,1.0,3.7,15.42
2021-04-07 02:00:00,Bolivia,2.0,8.1,33.75
2021-04-07 02:00:00,CDAR,4.0,4.7,19.58
2021-04-07 02:00:00,Carvajal - Sevillana,6.0,19.0,64.88
2021-04-07 02:00:00,Ciudad BolГ­var,3.0,6.4,26.67
2021-04-07 02:00:00,Fontibon,2.0,7.3,30.42
2021-04-07 02:00:00,Guaymaral,7.0,5.1,21.25
2021-04-07 02:00:00,JazmГ­n,4.0,5.8,24.17
2021-04-07 02:00:00,Las Ferias,1.0,8.0,33.33
2021-04-07 02:00:00,MinAmbiente,3.0,5.3,22.08
2021-04-07 02:00:00,Puente Aranda,9.0,10.3,42.92
2021-04-07 02:00:00,Tunal,9.0,6.1,25.42
2021-04-07 02:00:00,Usaquen,1.0,3.4,14.17
2021-04-07 03:00:00,Bolivia,2.0,7.9,32.92
2021-04-07 03:00:00,CDAR,1.0,4.5,18.75
2021-04-07 03:00:00,Carvajal - Sevillana,21.0,19.1,65.09
2021-04-07 03:00:00,Ciudad BolГ­var,5.0,6.0,25.0
2021-04-07 03:00:00,Guaymaral,13.0,5.4,22.5
2021-04-07 03:00:00,JazmГ­n,4.0,5.8,24.17
2021-04-07 03:00:00,MinAmbiente,3.0,4.8,20.0
2021-04-07 03:00:00,Puente Aranda,7.0,10.4,43.33
2021-04-07 03:00:00,San Cristobal,6.0,8.8,36.67
2021-04-07 03:00:00,Suba,2.0,5.3,22.08
2021-04-07 03:00:00,Tunal,5.0,6.0,25.0
2021-04-07 04:00:00,Bolivia,3.0,7.6,31.67
2021-04-07 04:00:00,CDAR,1.0,4.2,17.5
2021-04-07 04:00:00,Carvajal - Sevillana,9.0,18.4,63.59
2021-04-07 04:00:00,Ciudad BolГ­var,4.0,5.8,24.17
2021-04-07 04:00:00,Guaymaral,8.0,5.6,23.33
2021-04-07 04:00:00,Las Ferias,3.0,4.4,18.33
2021-04-07 04:00:00,MinAmbiente,2.0,4.0,16.67
2021-04-07 04:00:00,MГіvil 7ma,7.0,10.4,43.33
2021-04-07 04:00:00,Puente Aranda,9.0,8.8,36.67
2021-04-07 04:00:00,Suba,3.0,5.7,23.75
2021-04-07 04:00:00,Tunal,4.0,3.3,13.75
2021-04-07 05:00:00,Bolivia,3.0,7.4,30.83
2021-04-07 05:00:00,CDAR,6.0,4.1,17.08
2021-04-07 05:00:00,Carvajal - Sevillana,15.0,18.2,63.16
2021-04-07 05:00:00,Ciudad BolГ­var,4.0,5.7,23.75
2021-04-07 05:00:00,Fontibon,9.0,6.7,27.92
2021-04-07 05:00:00,Guaymaral,4.0,5.7,23.75
2021-04-07 05:00:00,Las Ferias,6.0,3.9,16.25
2021-04-07 05:00:00,MinAmbiente,1.0,3.9,16.25
2021-04-07 05:00:00,MГіvil 7ma,3.0,10.4,43.33
2021-04-07 05:00:00,Puente Aranda,4.0,8.7,36.25
2021-04-07 05:00:00,Suba,6.0,5.7,23.75
2021-04-07 05:00:00,Tunal,6.0,3.5,14.58
2021-04-07 06:00:00,Bolivia,3.0,7.2,30.0
2021-04-07 06:00:00,CDAR,6.0,4.1,17.08
2021-04-07 06:00:00,Carvajal - Sevillana,19.0,17.4,61.45
2021-04-07 06:00:00,Ciudad BolГ­var,4.0,5.5,22.92
2021-04-07 06:00:00,Fontibon,6.0,6.5,27.08
2021-04-07 06:00:00,Guaymaral,5.0,5.6,23.33
2021-04-07 06:00:00,JazmГ­n,4.0,5.7,23.75
2021-04-07 06:00:00,Las Ferias,7.0,7.6,31.67
2021-04-07 06:00:00,MinAmbiente,11.0,4.0,16.67
2021-04-07 06:00:00,Puente Aranda,2.0,10.2,42.5
2021-04-07 06:00:00,San Cristobal,2.0,8.5,35.42
2021-04-07 06:00:00,Tunal,6.0,5.6,23.33
2021-04-07 06:00:00,Usaquen,6.0,3.6,15.0
2021-04-07 07:00:00,Bolivia,3.0,6.8,28.33
2021-04-07 07:00:00,CDAR,8.0,4.4,18.33
2021-04-07 07:00:00,Carvajal - Sevillana,15.0,16.7,59.95
2021-04-07 07:00:00,Ciudad BolГ­var,4.0,5.4,22.5
2021-04-07 07:00:00,Fontibon,6.0,6.2,25.83
2021-04-07 07:00:00,Guaymaral,5.0,5.6,23.33
2021-04-07 07:00:00,JazmГ­n,4.0,5.6,23.33
2021-04-07 07:00:00,Las Ferias,5.0,7.5,31.25
2021-04-07 07:00:00,MinAmbiente,7.0,4.0,16.67
2021-04-07 07:00:00,MГіvil 7ma,5.0,3.9,16.25
2021-04-07 07:00:00,Puente Aranda,5.0,9.9,41.25
2021-04-07 07:00:00,San Cristobal,4.0,8.1,33.75
2021-04-07 07:00:00,Suba,11.0,6.4,26.67
2021-04-07 07:00:00,Tunal,6.0,5.6,23.33
2021-04-07 07:00:00,Usaquen,5.0,3.6,15.0
2021-04-07 08:00:00,Bolivia,4.0,6.6,27.5
2021-04-07 08:00:00,CDAR,6.0,4.4,18.33
2021-04-07 08:00:00,Carvajal - Sevillana,24.0,16.6,59.74
2021-04-07 08:00:00,Ciudad BolГ­var,4.0,5.2,21.67
2021-04-07 08:00:00,Fontibon,21.0,6.2,25.83
2021-04-07 08:00:00,Guaymaral,4.0,5.7,23.75
2021-04-07 08:00:00,JazmГ­n,4.0,5.6,23.33
2021-04-07 08:00:00,Las Ferias,7.0,7.1,29.58
2021-04-07 08:00:00,MinAmbiente,6.0,4.1,17.08
2021-04-07 08:00:00,MГіvil 7ma,5.0,3.5,14.58
2021-04-07 08:00:00,Puente Aranda,8.0,9.1,37.92
2021-04-07 08:00:00,San Cristobal,5.0,7.8,32.5
2021-04-07 08:00:00,Suba,7.0,6.4,26.67
2021-04-07 08:00:00,Tunal,5.0,5.4,22.5
2021-04-07 08:00:00,Usaquen,7.0,3.8,15.83
2021-04-07 09:00:00,Bolivia,4.0,6.4,26.67
2021-04-07 09:00:00,CDAR,11.0,4.3,17.92
2021-04-07 09:00:00,Carvajal - Sevillana,20.0,16.8,60.17
2021-04-07 09:00:00,Ciudad BolГ­var,4.0,5.1,21.25
2021-04-07 09:00:00,Fontibon,19.0,6.5,27.08
2021-04-07 09:00:00,Guaymaral,8.0,6.0,25.0
2021-04-07 09:00:00,JazmГ­n,8.0,6.7,27.92
2021-04-07 09:00:00,Las Ferias,9.0,4.3,17.92
2021-04-07 09:00:00,MinAmbiente,14.0,3.5,14.58
2021-04-07 09:00:00,MГіvil 7ma,12.0,8.4,35.0
2021-04-07 09:00:00,Puente Aranda,29.0,8.9,37.08
2021-04-07 09:00:00,San Cristobal,4.0,6.0,25.0
2021-04-07 09:00:00,Suba,8.0,5.5,22.92
2021-04-07 09:00:00,Tunal,6.0,3.8,15.83
2021-04-07 10:00:00,Bolivia,4.0,6.2,25.83
2021-04-07 10:00:00,CDAR,8.0,4.3,17.92
2021-04-07 10:00:00,Carvajal - Sevillana,12.0,16.4,59.31
2021-04-07 10:00:00,Ciudad BolГ­var,4.0,5.0,20.83
2021-04-07 10:00:00,Fontibon,7.0,6.4,26.67
2021-04-07 10:00:00,Guaymaral,6.0,6.0,25.0
2021-04-07 10:00:00,JazmГ­n,4.0,5.4,22.5
2021-04-07 10:00:00,Las Ferias,2.0,6.3,26.25
2021-04-07 10:00:00,MinAmbiente,6.0,4.2,17.5
2021-04-07 10:00:00,MГіvil 7ma,8.0,3.6,15.0
2021-04-07 10:00:00,Puente Aranda,13.0,8.3,34.58
2021-04-07 10:00:00,San Cristobal,19.0,9.1,37.92
2021-04-07 10:00:00,Suba,3.0,5.5,22.92
2021-04-07 10:00:00,Tunal,6.0,5.6,23.33
2021-04-07 10:00:00,Usaquen,4.0,3.6,15.0
2021-04-07 11:00:00,Bolivia,4.0,6.0,25.0
2021-04-07 11:00:00,CDAR,5.0,4.5,18.75
2021-04-07 11:00:00,Carvajal - Sevillana,27.0,16.3,59.09
2021-04-07 11:00:00,Ciudad BolГ­var,4.0,5.0,20.83
2021-04-07 11:00:00,Fontibon,5.0,6.4,26.67
2021-04-07 11:00:00,Guaymaral,11.0,6.2,25.83
2021-04-07 11:00:00,JazmГ­n,4.0,5.3,22.08
2021-04-07 11:00:00,MinAmbiente,1.0,3.9,16.25
