FECHA_HORA,PK_ESTACION,pm25_concentracion,pm25_media_movil,iboca,PK_CONTAMINACION
2021-04-08 05:00:00,3,26.0,31.3,91.22,307
2021-04-08 11:00:00,15,5.0,7.8,32.5,1234
2021-04-08 14:00:00,3,38.0,32.0,92.72,381
2021-04-08 15:00:00,1,11.0,12.9,51.81,934
2021-04-08 16:00:00,1,8.0,12.8,51.6,455
2021-04-08 16:00:00,16,24.0,20.5,68.09,489
2021-04-08 17:00:00,1,10.0,12.9,51.81,273
2021-04-08 17:00:00,13,8.0,12.8,51.6,1308
2021-04-08 18:00:00,4,12.0,13.0,52.03,1013
2021-04-08 19:00:00,0,48.92,45.7,115.26,2980
2021-04-08 20:00:00,4,68.0,17.2,61.02,927
2021-04-08 21:00:00,0,39.49,43.97,99.47,2386
2021-04-08 23:00:00,15,3.0,7.7,32.08,803
2021-04-09 01:00:00,0,46.8,41.91,70.28,1895
2021-04-09 02:00:00,5,14.0,19.8,66.59,140
2021-04-09 05:00:00,3,37.0,40.5,112.64,519
2021-04-09 05:00:00,18,46.31,49.64,88.85,2203
2021-04-09 10:00:00,17,27.0,10.8,45.0,674
2021-04-09 12:00:00,1,11.0,11.2,46.67,700
2021-04-09 12:00:00,15,5.0,6.3,26.25,493
2021-04-09 14:00:00,0,41.77,41.9,69.28,4746
2021-04-09 15:00:00,4,21.0,14.3,54.81,17
2021-04-09 17:00:00,0,57.64,56.39,113.17,3995
2021-04-09 17:00:00,5,14.0,17.5,61.66,496
2021-04-09 19:00:00,15,1.0,6.3,26.25,1177
2021-04-09 21:00:00,4,14.0,17.9,62.52,913
2021-04-10 00:00:00,1,16.0,14.7,55.67,1331
2021-04-10 00:00:00,4,21.0,20.9,68.95,924
2021-04-10 01:00:00,14,19.0,13.6,53.31,566
2021-04-10 02:00:00,9,18.0,21.8,70.87,1086
2021-04-10 05:00:00,1,19.0,14.0,54.17,874
2021-04-10 09:00:00,0,52.55,49.77,64.73,4926
2021-04-10 10:00:00,1,16.0,13.3,52.67,240
2021-04-10 14:00:00,0,10.23,8.91,110.04,3713
2021-04-10 15:00:00,4,27.0,20.5,68.09,256
2021-04-10 16:00:00,1,12.0,15.0,56.31,1032
2021-04-10 16:00:00,15,34.0,14.3,54.81,701
2021-04-10 17:00:00,18,3.0,11.0,45.83,63
2021-04-10 18:00:00,3,40.0,44.3,122.17,422
2021-04-10 18:00:00,5,11.0,10.0,41.67,457
2021-04-10 21:00:00,0,15.34,12.68,56.28,3275
2021-04-11 01:00:00,15,25.0,23.2,73.87,2
2021-04-11 03:00:00,4,24.0,22.1,71.52,912
2021-04-11 03:00:00,15,17.0,23.8,75.16,441
2021-04-11 12:00:00,9,25.0,20.9,68.95,882
2021-04-11 13:00:00,13,62.0,16.4,59.31,435
2021-04-11 14:00:00,18,31.9,33.38,77.44,2331
2021-04-11 15:00:00,16,38.0,22.0,71.3,529
2021-04-11 18:00:00,1,10.0,15.9,58.24,1260
2021-04-11 19:00:00,1,13.0,16.0,58.45,759
2021-04-11 19:00:00,3,51.0,39.4,109.88,231
2021-04-11 19:00:00,18,29.0,23.7,74.94,680
2021-04-11 21:00:00,3,111.0,42.2,116.9,977
2021-04-11 22:00:00,16,42.0,27.9,83.94,802
2021-04-11 23:00:00,0,9.81,7.86,85.14,4709
2021-04-12 00:00:00,3,62.0,49.5,135.21,20
2021-04-12 02:00:00,14,13.0,15.2,56.74,129
2021-04-12 02:00:00,17,17.0,19.0,64.88,404
2021-04-12 05:00:00,13,9.0,7.4,30.83,134
2021-04-12 07:00:00,1,21.0,19.7,66.38,1183
2021-04-12 07:00:00,3,60.0,48.1,131.69,843
2021-04-12 07:00:00,18,3.0,7.7,32.08,617
2021-04-12 09:00:00,3,35.0,46.5,127.68,452
2021-04-12 09:00:00,14,19.0,16.5,59.52,189
2021-04-12 10:00:00,0,22.98,22.6,94.47,1959
2021-04-12 10:00:00,15,4.0,10.9,45.42,731
2021-04-12 15:00:00,0,42.19,40.01,102.21,4339
2021-04-12 15:00:00,4,4.0,21.3,69.8,926
2021-04-12 20:00:00,1,6.0,19.1,65.09,1003
2021-04-12 20:00:00,4,10.0,20.1,67.23,1133
2021-04-12 20:00:00,16,3.0,18.9,64.66,849
2021-04-12 21:00:00,0,39.4,39.17,63.23,2765
2021-04-12 23:00:00,1,12.0,16.1,58.67,64
2021-04-12 23:00:00,3,48.0,41.4,114.89,746
2021-04-12 23:00:00,18,16.42,19.2,60.56,1459
2021-04-13 00:00:00,0,58.37,59.73,80.65,3594
2021-04-13 01:00:00,1,19.0,22.54,68.25,3424
2021-04-13 05:00:00,4,26.9,25.18,50.76,2270
2021-04-13 08:00:00,0,40.56,35.74,88.42,4583
2021-04-13 10:00:00,0,37.8,39.72,78.84,2855
2021-04-13 11:00:00,5,32.14,33.26,51.68,3498
2021-04-13 13:00:00,17,42.17,44.36,57.78,5039
2021-04-13 16:00:00,16,42.45,44.97,102.52,1666
2021-04-13 16:00:00,18,14.07,19.26,104.5,2450
2021-04-13 17:00:00,0,23.04,20.29,51.26,3163
2021-04-13 18:00:00,14,13.9,14.28,102.79,3154
2021-04-13 19:00:00,18,8.52,5.97,58.81,2684
2021-04-13 23:00:00,1,32.42,34.06,95.14,4575
2021-04-14 02:00:00,16,53.07,47.75,60.61,4189
2021-04-14 03:00:00,3,16.49,10.89,77.2,2803
2021-04-14 07:00:00,5,35.81,35.12,74.88,5021
2021-04-14 08:00:00,15,53.77,60.0,86.42,3991
2021-04-14 13:00:00,3,41.76,42.21,119.08,3219
2021-04-14 14:00:00,5,13.59,13.4,75.75,3347
2021-04-14 16:00:00,4,33.25,37.72,64.31,2110
2021-04-14 17:00:00,1,26.2,27.2,54.57,4872
2021-04-14 18:00:00,1,40.73,41.9,52.95,3359
2021-04-14 18:00:00,3,47.46,48.87,93.49,4056
2021-04-14 22:00:00,18,59.95,60.0,53.43,3138
2021-04-14 23:00:00,4,27.36,23.98,112.57,5330
2021-04-15 04:00:00,15,11.68,17.04,62.96,3685
2021-04-15 07:00:00,4,40.61,36.81,58.87,1958
2021-04-15 07:00:00,14,29.49,27.38,62.6,4242
2021-04-15 07:00:00,18,11.28,6.9,66.22,2454
2021-04-15 08:00:00,14,43.38,46.03,111.31,5392
2021-04-15 08:00:00,18,45.78,50.26,98.45,5457
2021-04-15 12:00:00,3,51.22,53.39,87.59,2965
2021-04-15 14:00:00,0,27.27,28.05,81.1,2459
2021-04-15 14:00:00,15,38.71,39.35,97.53,4500
2021-04-15 16:00:00,0,22.53,23.62,67.46,1418
2021-04-15 16:00:00,15,7.38,10.62,113.61,3980
2021-04-15 18:00:00,18,59.03,59.65,90.92,5433
2021-04-15 22:00:00,18,32.15,30.49,84.77,1371
2021-04-16 01:00:00,0,13.35,11.31,107.32,1946
2021-04-16 01:00:00,18,33.6,35.19,103.76,1461
2021-04-16 02:00:00,0,22.98,22.9,52.51,3502
2021-04-16 02:00:00,3,55.2,53.77,117.0,4065
2021-04-16 02:00:00,5,7.13,12.53,114.91,1813
2021-04-16 04:00:00,4,7.69,5.48,51.66,4222
2021-04-16 06:00:00,15,56.98,60.0,107.39,5325
2021-04-16 06:00:00,18,19.24,18.12,70.8,4887
2021-04-16 10:00:00,15,22.89,21.65,97.68,3827
2021-04-16 11:00:00,0,34.96,34.17,84.1,2094
2021-04-16 11:00:00,10,55.18,53.15,98.11,4012
2021-04-16 11:00:00,15,45.6,42.71,100.26,2886
2021-04-16 13:00:00,18,13.23,12.82,116.6,3892
2021-04-16 14:00:00,0,57.36,60.0,63.37,2178
2021-04-16 19:00:00,0,48.39,47.4,73.68,4098
2021-04-16 19:00:00,18,17.79,15.59,79.5,1604
2021-04-16 22:00:00,0,28.49,29.08,117.36,3173
2021-04-17 05:00:00,14,55.06,58.85,110.66,2819
2021-04-17 07:00:00,16,24.9,23.19,109.53,1364
2021-04-17 08:00:00,16,17.56,21.19,101.65,4210
2021-04-17 09:00:00,18,33.85,37.64,84.88,4549
2021-04-17 10:00:00,9,50.87,50.26,52.91,4125
2021-04-17 11:00:00,16,58.49,60.0,115.75,2710
2021-04-17 13:00:00,4,45.81,49.04,106.25,2936
2021-04-17 17:00:00,13,18.5,20.19,74.05,2927
2021-04-17 18:00:00,18,59.34,60.0,87.25,2107
2021-04-17 20:00:00,0,5.18,12.46,77.03,3617
2021-04-17 20:00:00,14,18.5,18.94,118.51,5196
2021-04-17 23:00:00,3,6.95,5.0,83.45,4854
2021-04-17 23:00:00,14,46.34,43.41,112.21,2164
2021-04-18 03:00:00,0,33.03,32.17,66.7,4612
2021-04-18 07:00:00,18,29.48,27.71,53.23,3780
2021-04-18 08:00:00,1,18.71,18.53,89.45,5134
2021-04-18 08:00:00,13,34.14,33.33,60.6,4703
2021-04-18 09:00:00,3,25.26,30.14,78.87,4941
2021-04-18 10:00:00,0,27.85,27.42,119.96,3179
2021-04-18 14:00:00,5,19.36,18.29,90.09,2633
2021-04-18 14:00:00,18,45.26,41.7,119.62,3220
2021-04-18 15:00:00,4,40.97,42.16,101.74,4958
2021-04-18 16:00:00,1,34.02,35.69,69.98,5170
2021-04-18 17:00:00,0,54.38,52.44,80.26,2075
2021-04-18 20:00:00,0,55.18,59.58,77.87,4605
2021-04-18 22:00:00,3,53.14,53.31,92.78,5167
2021-04-19 01:00:00,0,16.18,15.65,80.95,3075
2021-04-19 01:00:00,18,30.71,32.0,99.93,2984
2021-04-19 02:00:00,3,39.95,35.51,78.73,4064
2021-04-19 09:00:00,1,35.28,35.59,51.2,4851
2021-04-19 10:00:00,4,24.59,26.03,58.77,4797
2021-04-19 11:00:00,14,33.67,31.13,93.04,2422
2021-04-19 13:00:00,0,22.71,24.64,60.31,4400
2021-04-19 14:00:00,9,19.99,25.09,73.25,5326
2021-04-19 15:00:00,0,31.43,35.42,55.47,4716
2021-04-19 18:00:00,16,29.39,28.23,85.06,1588
2021-04-19 19:00:00,16,29.89,29.91,109.86,2641
2021-04-19 21:00:00,0,51.93,50.75,97.57,4535
2021-04-19 23:00:00,0,58.88,57.42,63.58,3966
2021-04-19 23:00:00,4,24.82,23.59,95.16,4783
2021-04-19 23:00:00,14,9.26,11.36,78.06,3767
2021-04-20 00:00:00,16,31.83,31.03,55.56,4435
2021-04-20 02:00:00,0,37.32,39.72,90.87,3211
2021-04-20 04:00:00,0,21.73,21.51,100.72,1393
2021-04-20 06:00:00,16,27.2,29.34,92.94,4445
2021-04-20 09:00:00,9,37.98,35.64,118.95,3961
2021-04-20 10:00:00,0,54.93,60.0,86.42,3177
2021-04-20 13:00:00,18,45.13,40.01,62.72,2929
2021-04-20 15:00:00,3,58.27,60.0,79.3,3646
2021-04-20 17:00:00,3,56.35,54.4,98.96,5083
2021-04-20 19:00:00,1,39.52,39.46,89.33,4419
2021-04-20 22:00:00,5,59.41,58.94,82.75,3738
2021-04-21 01:00:00,5,19.07,22.43,54.43,3538
2021-04-21 05:00:00,0,49.05,49.94,102.95,5098
2021-04-21 11:00:00,16,56.72,52.83,91.06,3706
2021-04-21 12:00:00,0,34.03,37.88,97.15,4126
2021-04-21 12:00:00,4,38.22,40.4,81.09,4219
2021-04-21 16:00:00,0,26.13,25.59,62.1,5272
2021-04-21 16:00:00,3,58.75,60.0,97.61,3133
2021-04-21 19:00:00,4,22.87,22.97,95.06,4779
2021-04-21 19:00:00,18,42.01,40.52,94.43,2698
2021-04-21 23:00:00,15,22.04,26.26,116.51,4751
2021-04-22 00:00:00,16,18.31,21.64,118.87,5216
2021-04-22 03:00:00,1,39.03,39.58,54.3,3149
2021-04-22 03:00:00,3,59.61,60.0,80.74,5298
2021-04-22 04:00:00,16,46.93,52.05,73.14,4505
2021-04-22 05:00:00,1,7.01,9.89,115.2,3279
2021-04-22 07:00:00,5,53.69,50.04,53.42,1409
2021-04-22 09:00:00,3,38.62,41.18,86.36,3539
2021-04-22 09:00:00,14,35.48,38.11,79.89,3611
2021-04-22 11:00:00,16,22.95,22.66,96.69,4363
2021-04-22 14:00:00,0,23.34,24.47,76.28,2924
2021-04-22 14:00:00,3,34.7,37.07,57.69,1643
2021-04-22 14:00:00,18,22.93,20.26,91.88,4837
2021-04-22 18:00:00,0,13.1,15.74,58.72,2737
2021-04-22 18:00:00,18,21.37,18.57,60.03,3683
2021-04-22 21:00:00,3,45.61,43.36,79.53,2265
2021-04-22 22:00:00,0,15.74,16.38,95.52,2217
2021-04-22 22:00:00,1,29.45,26.61,91.21,4025
2021-04-23 00:00:00,14,50.88,46.42,66.08,3233
2021-04-23 01:00:00,14,40.41,43.11,61.28,3377
2021-04-23 02:00:00,4,25.58,29.55,72.53,4441
2021-04-23 03:00:00,0,36.86,36.64,108.17,4996
2021-04-23 03:00:00,18,54.15,57.57,70.3,3678
2021-04-23 07:00:00,14,51.85,58.73,59.84,2102
2021-04-23 07:00:00,16,32.21,30.54,116.4,3820
2021-04-23 08:00:00,4,42.7,43.08,65.66,4943
2021-04-23 11:00:00,1,8.52,8.74,101.6,4571
2021-04-23 11:00:00,4,42.58,44.87,70.24,3351
2021-04-23 11:00:00,16,9.89,5.55,57.08,3630
2021-04-23 13:00:00,3,17.99,16.78,96.31,3857
2021-04-23 17:00:00,0,40.76,43.93,62.46,2772
2021-04-23 17:00:00,18,6.7,8.44,71.49,3635
2021-04-23 21:00:00,0,30.96,31.41,67.74,4658
2021-04-24 01:00:00,15,23.69,24.93,69.22,1849
2021-04-24 02:00:00,13,27.71,26.1,101.6,3968
2021-04-24 07:00:00,1,34.19,29.17,112.34,5395
2021-04-24 09:00:00,18,31.2,30.33,53.32,4039
2021-04-24 10:00:00,4,25.25,22.65,118.68,4776
2021-04-24 12:00:00,0,43.14,45.88,71.95,2901
2021-04-24 18:00:00,15,49.22,47.99,110.95,1845
2021-04-24 19:00:00,10,59.94,57.48,71.16,5236
2021-04-24 20:00:00,18,52.37,53.65,108.55,2834
2021-04-25 00:00:00,14,20.85,21.82,79.71,2531
2021-04-25 03:00:00,1,26.71,23.54,117.33,2615
2021-04-25 03:00:00,18,54.59,56.4,91.91,3896
2021-04-25 04:00:00,0,33.57,34.91,105.48,1386
2021-04-25 06:00:00,0,30.24,34.54,106.18,4100
2021-04-25 06:00:00,1,20.51,17.91,98.6,2944
2021-04-25 09:00:00,15,59.81,58.27,87.77,2399
2021-04-25 11:00:00,3,55.69,55.99,118.31,3952
2021-04-25 13:00:00,4,23.09,24.97,75.85,3452
2021-04-25 14:00:00,16,27.51,30.76,63.04,4200
2021-04-25 19:00:00,0,56.7,52.81,67.19,3543
2021-04-25 19:00:00,15,50.0,49.61,103.73,3420
2021-04-25 21:00:00,1,10.77,12.78,101.52,5415
2021-04-25 22:00:00,0,39.28,37.01,70.76,2295
2021-04-26 01:00:00,18,5.19,5.0,50.42,2507
2021-04-26 04:00:00,15,33.49,31.23,109.64,4170
2021-04-26 05:00:00,3,9.11,10.36,79.96,3076
2021-04-26 06:00:00,0,19.22,21.29,50.89,5080
2021-04-26 06:00:00,3,32.87,39.25,113.88,4234
2021-04-26 06:00:00,16,25.33,20.69,83.2,4195
2021-04-26 07:00:00,3,31.46,33.54,71.68,2011
2021-04-26 09:00:00,3,40.52,36.86,89.91,1812
2021-04-26 09:00:00,9,37.71,49.08,60.06,4119
2021-04-26 11:00:00,4,31.14,27.97,113.09,4215
2021-04-26 12:00:00,1,23.42,23.92,98.53,1703
2021-04-26 13:00:00,16,50.44,52.37,111.97,4003
2021-04-26 14:00:00,0,48.5,47.93,111.7,3822
2021-04-26 14:00:00,18,55.5,57.79,98.38,2711
2021-04-26 16:00:00,16,21.03,19.08,52.97,3213
2021-04-26 17:00:00,0,57.39,53.83,109.84,1984
2021-04-26 17:00:00,1,25.37,25.13,108.39,2789
2021-04-26 20:00:00,4,9.87,10.18,112.33,2694
2021-04-27 07:00:00,14,41.58,39.35,78.23,3031
2021-04-27 10:00:00,14,59.58,60.0,106.24,3009
2021-04-27 10:00:00,15,15.56,14.56,98.0,1942
2021-04-27 12:00:00,3,53.1,54.36,65.26,5286
2021-04-27 13:00:00,3,21.15,26.15,78.08,1366
2021-04-27 14:00:00,0,15.05,16.71,91.43,5263
2021-04-27 14:00:00,3,27.64,24.17,60.39,1551
2021-04-27 17:00:00,18,36.73,36.8,89.25,4418
2021-04-27 18:00:00,4,33.26,36.8,70.4,3962
2021-04-27 18:00:00,18,17.37,19.61,67.71,5144
2021-04-27 19:00:00,16,17.16,15.23,60.61,3355
2021-04-27 23:00:00,16,31.89,21.52,63.27,5117
2021-04-27 23:00:00,18,24.09,23.01,64.54,2124
2021-04-28 04:00:00,0,20.23,12.69,112.98,1783
2021-04-28 07:00:00,0,50.01,53.22,99.21,3741
2021-04-28 07:00:00,9,23.65,22.57,55.39,2259
2021-04-28 12:00:00,0,31.68,32.53,116.69,2141
2021-04-28 16:00:00,18,37.42,38.41,115.34,1992
2021-04-28 21:00:00,0,37.43,39.18,111.05,4141
2021-04-28 22:00:00,0,13.25,11.47,67.05,3923
2021-04-28 22:00:00,3,6.51,11.28,111.17,2997
2021-04-28 22:00:00,14,16.84,20.0,85.55,3840
2021-04-29 00:00:00,4,30.12,26.35,73.98,2725
2021-04-29 00:00:00,18,26.58,25.73,87.25,2837
2021-04-29 02:00:00,0,12.34,12.46,51.26,2983
2021-04-29 03:00:00,0,13.15,8.07,89.94,3086
2021-04-29 04:00:00,10,40.42,44.29,114.64,5365
2021-04-29 04:00:00,17,29.54,33.89,79.42,1926
2021-04-29 05:00:00,4,48.2,53.79,69.91,2862
2021-04-29 07:00:00,16,26.52,23.77,67.64,1956
2021-04-29 09:00:00,4,58.61,59.6,88.64,3471
2021-04-29 12:00:00,0,24.39,22.85,70.12,2896
2021-04-29 14:00:00,4,15.52,16.83,117.85,1697
2021-04-29 14:00:00,18,43.36,45.0,70.53,3833
2021-04-29 15:00:00,0,6.07,6.57,55.89,3195
2021-04-29 16:00:00,0,19.48,19.01,108.69,1962
2021-04-29 19:00:00,3,43.54,47.43,89.41,3613
2021-04-29 22:00:00,0,41.55,40.27,53.84,3350
2021-04-29 23:00:00,13,20.08,16.82,62.4,1981
2021-04-29 23:00:00,16,37.87,40.0,67.37,3246
2021-04-30 00:00:00,0,57.61,56.56,113.0,3510
2021-04-30 05:00:00,3,17.01,22.11,88.57,4638
2021-04-30 05:00:00,10,38.47,35.12,82.73,2851
2021-04-30 05:00:00,14,40.2,40.52,84.51,2327
2021-04-30 06:00:00,16,52.14,51.6,69.9,1663
2021-04-30 07:00:00,3,14.06,13.17,63.62,1986
2021-04-30 07:00:00,4,32.68,31.23,69.81,2157
2021-04-30 08:00:00,3,39.03,39.66,80.09,4256
2021-04-30 09:00:00,14,11.72,12.05,91.14,1518
2021-04-30 10:00:00,0,57.36,59.5,103.16,4846
2021-04-30 11:00:00,14,5.12,8.54,100.22,2000
2021-04-30 16:00:00,0,18.17,18.52,80.01,3633
2021-04-30 17:00:00,18,55.04,56.23,108.4,1511
2021-04-30 19:00:00,3,56.75,58.97,81.83,4938
2021-04-30 19:00:00,15,54.14,51.06,88.88,1375
2021-04-30 21:00:00,5,54.74,55.09,118.35,4857
2021-05-01 00:00:00,3,12.0,26.6,81.15,1292
2021-05-01 00:00:00,16,15.0,13.1,52.24,906
2021-05-01 05:00:00,3,59.0,29.0,86.29,46
2021-05-01 05:00:00,5,20.0,15.7,57.81,1023
2021-05-01 05:00:00,15,15.62,13.57,93.7,2355
2021-05-01 08:00:00,16,27.0,16.6,59.74,328
2021-05-01 09:00:00,16,26.0,16.7,59.95,1314
2021-05-01 11:00:00,18,37.89,38.9,84.42,2584
2021-05-01 13:00:00,14,13.0,12.8,51.6,327
2021-05-01 13:00:00,15,40.32,41.78,77.1,4699
2021-05-01 14:00:00,0,56.42,57.57,64.94,4401
2021-05-01 15:00:00,0,47.36,52.37,101.25,2007
2021-05-01 15:00:00,14,9.0,13.2,52.46,652
2021-05-01 21:00:00,18,51.56,53.58,53.76,1444
2021-05-01 22:00:00,0,25.54,26.4,95.42,2445
2021-05-01 22:00:00,10,10.0,21.8,70.87,230
2021-05-01 23:00:00,3,21.0,36.8,103.36,880
2021-05-02 03:00:00,1,12.0,16.9,60.38,66
2021-05-02 04:00:00,0,20.85,18.86,77.19,3707
2021-05-02 06:00:00,14,16.0,14.3,54.81,486
2021-05-02 07:00:00,0,40.94,43.88,71.59,3670
2021-05-02 07:00:00,17,17.0,16.8,60.17,1288
2021-05-02 07:00:00,18,11.91,12.41,81.84,4843
2021-05-02 08:00:00,1,12.0,16.3,59.09,1186
2021-05-02 08:00:00,18,17.12,18.62,86.43,3272
2021-05-02 09:00:00,15,2.0,10.7,44.58,330
2021-05-02 12:00:00,16,10.0,8.8,36.67,545
2021-05-02 15:00:00,3,31.0,39.8,110.88,345
2021-05-02 17:00:00,0,39.22,43.6,106.54,2826
2021-05-02 20:00:00,16,3.0,16.4,59.31,1091
2021-05-02 22:00:00,3,29.0,39.3,109.63,306
2021-05-03 00:00:00,0,20.99,18.86,53.1,5306
2021-05-03 01:00:00,17,40.59,41.96,112.32,4823
2021-05-03 01:00:00,18,50.52,52.57,99.55,2952
2021-05-03 02:00:00,0,12.63,12.61,101.88,4708
2021-05-03 03:00:00,5,27.0,26.8,81.58,992
2021-05-03 03:00:00,15,41.0,38.3,107.12,44
2021-05-03 05:00:00,9,14.0,29.7,87.79,709
2021-05-03 06:00:00,5,22.0,26.1,80.08,383
2021-05-03 07:00:00,0,8.28,9.15,103.15,1351
2021-05-03 08:00:00,0,23.77,23.96,68.62,4321
2021-05-03 09:00:00,1,23.0,37.6,105.37,476
2021-05-03 09:00:00,4,28.0,35.0,99.14,312
2021-05-03 12:00:00,5,18.0,25.2,78.16,818
2021-05-03 13:00:00,16,18.0,33.1,95.07,687
2021-05-03 16:00:00,1,32.0,33.1,95.07,855
2021-05-03 16:00:00,3,28.0,29.9,88.22,208
2021-05-03 16:00:00,4,25.0,34.8,98.72,58
2021-05-03 19:00:00,0,31.52,28.75,55.71,3131
2021-05-03 19:00:00,18,27.74,31.79,89.32,4288
2021-05-03 21:00:00,3,31.0,30.7,89.93,110
2021-05-03 21:00:00,15,31.0,33.1,95.07,994
2021-05-03 22:00:00,0,11.52,11.97,54.59,5274
2021-05-04 01:00:00,9,6.0,7.6,31.67,886
2021-05-04 01:00:00,18,7.96,7.13,66.15,4450
2021-05-04 02:00:00,0,54.3,54.36,92.21,2224
2021-05-04 02:00:00,1,8.0,9.9,41.25,137
2021-05-04 04:00:00,0,41.58,39.53,99.08,4145
2021-05-04 08:00:00,0,10.26,11.31,106.45,1408
2021-05-04 11:00:00,16,6.0,9.4,39.17,343
2021-05-04 12:00:00,0,45.62,46.72,87.74,4085
2021-05-04 12:00:00,4,13.0,13.0,52.03,1135
2021-05-04 12:00:00,5,8.0,10.1,42.08,770
2021-05-04 12:00:00,15,10.0,8.1,33.75,896
2021-05-04 12:00:00,17,26.56,30.22,112.8,5050
2021-05-04 14:00:00,10,14.0,20.8,68.73,789
2021-05-04 14:00:00,18,49.73,54.44,55.55,3680
2021-05-04 17:00:00,1,10.0,10.0,41.67,27
2021-05-04 18:00:00,0,54.16,47.73,59.63,1839
2021-05-04 18:00:00,1,8.0,10.0,41.67,127
2021-05-04 21:00:00,0,47.0,42.35,68.96,1404
2021-05-04 21:00:00,13,19.52,19.96,82.25,4466
2021-05-04 22:00:00,1,5.0,10.4,43.33,202
2021-05-05 01:00:00,0,10.41,9.98,60.6,2194
2021-05-05 01:00:00,4,51.0,20.4,67.88,260
2021-05-05 03:00:00,1,10.0,11.5,47.92,363
2021-05-05 05:00:00,0,27.35,22.56,112.43,2923
2021-05-05 06:00:00,18,48.65,50.11,119.86,5171
2021-05-05 09:00:00,16,27.0,21.3,69.8,611
2021-05-05 14:00:00,1,5.0,9.1,37.92,712
2021-05-05 15:00:00,0,57.68,59.06,119.1,2435
2021-05-05 16:00:00,4,19.0,26.2,80.3,178
2021-05-05 18:00:00,1,11.0,9.4,39.17,249
2021-05-05 19:00:00,1,7.0,9.4,39.17,1035
2021-05-05 19:00:00,4,11.0,25.6,79.01,1119
2021-05-05 19:00:00,16,9.0,21.9,71.09,900
2021-05-05 20:00:00,1,6.0,9.4,39.17,1005
2021-05-05 21:00:00,13,10.0,9.1,37.92,280
2021-05-05 21:00:00,15,2.0,9.6,40.0,61
2021-05-05 22:00:00,15,1.0,9.2,38.33,321
2021-05-06 01:00:00,0,18.73,22.52,90.48,4084
2021-05-06 01:00:00,1,4.0,8.8,36.67,1262
2021-05-06 01:00:00,17,26.67,23.15,56.55,3039
2021-05-06 02:00:00,14,9.47,6.17,100.85,3352
2021-05-06 04:00:00,0,32.46,35.43,88.63,3600
2021-05-06 04:00:00,1,6.0,8.7,36.25,965
2021-05-06 05:00:00,0,51.71,48.93,118.26,4135
2021-05-06 06:00:00,0,29.6,32.03,98.47,2348
2021-05-06 06:00:00,4,5.0,8.6,35.83,1179
2021-05-06 08:00:00,4,11.0,8.9,37.08,1266
2021-05-06 09:00:00,4,9.0,9.0,37.5,917
2021-05-06 09:00:00,10,12.0,6.4,26.67,203
2021-05-06 09:00:00,16,28.0,16.9,60.38,736
2021-05-06 11:00:00,4,6.0,8.5,35.42,579
2021-05-06 14:00:00,1,14.0,8.9,37.08,1334
2021-05-06 15:00:00,0,17.36,14.98,52.43,3799
2021-05-06 15:00:00,1,10.0,8.7,36.25,664
2021-05-06 16:00:00,3,21.0,29.2,86.72,721
2021-05-06 20:00:00,1,5.0,8.2,34.17,350
2021-05-06 21:00:00,5,18.0,10.8,45.0,288
2021-05-06 22:00:00,14,3.0,3.5,14.58,1026
2021-05-06 23:00:00,1,19.0,9.0,37.5,960
2021-05-06 23:00:00,3,18.0,25.3,78.37,262
2021-05-07 01:00:00,0,52.77,54.78,50.23,2403
2021-05-07 05:00:00,4,5.0,5.0,20.83,414
2021-05-07 06:00:00,0,52.13,55.36,52.9,3948
2021-05-07 07:00:00,18,31.15,29.9,61.81,3580
2021-05-07 08:00:00,15,52.82,50.08,119.04,3028
2021-05-07 09:00:00,15,45.7,44.96,74.12,2264
2021-05-07 14:00:00,18,13.89,12.83,57.31,3306
2021-05-07 15:00:00,13,18.23,16.81,84.54,4131
2021-05-07 16:00:00,0,39.63,39.52,89.21,4676
2021-05-07 16:00:00,18,38.68,38.5,80.89,2759
2021-05-07 17:00:00,13,8.0,6.1,25.42,888
2021-05-07 19:00:00,4,7.0,6.2,25.83,1111
2021-05-07 20:00:00,0,28.54,25.89,58.45,3881
2021-05-07 20:00:00,18,13.69,16.97,89.67,5139
2021-05-07 23:00:00,4,9.0,7.3,30.42,951
2021-05-08 02:00:00,1,21.0,17.1,60.81,318
2021-05-08 02:00:00,17,8.0,12.9,51.81,1046
2021-05-08 03:00:00,0,49.99,46.12,109.81,3888
2021-05-08 03:00:00,18,32.62,36.28,102.52,3865
2021-05-08 04:00:00,14,9.0,11.1,46.25,393
2021-05-08 05:00:00,14,7.0,10.7,44.58,1180
2021-05-08 09:00:00,5,35.0,17.7,62.09,466
2021-05-08 10:00:00,1,15.0,17.0,60.59,440
2021-05-08 10:00:00,18,18.06,17.37,95.31,1715
2021-05-08 11:00:00,1,11.0,16.5,59.52,817
2021-05-08 11:00:00,18,12.7,12.03,92.01,4927
2021-05-08 14:00:00,0,52.49,52.47,51.76,4581
2021-05-08 16:00:00,5,7.0,15.7,57.81,1142
2021-05-08 17:00:00,1,4.0,14.5,55.24,220
2021-05-08 21:00:00,18,48.94,50.3,114.49,3598
2021-05-08 22:00:00,0,58.47,59.41,63.68,1761
2021-05-08 22:00:00,5,15.0,15.0,56.31,1272
2021-05-08 23:00:00,0,8.37,14.22,92.9,5337
2021-05-09 02:00:00,1,48.0,23.5,74.51,48
