FECHA_HORA,anio,mes,trimestre,dia,hora,PK_TIEMPO
2021-02-11 00:00:00,2021,2,1,11,0,1778
2021-02-11 02:00:00,2021,2,1,11,2,1035
2021-02-11 05:00:00,2021,2,1,11,5,3931
2021-02-11 07:00:00,2021,2,1,11,7,3187
2021-02-11 10:00:00,2021,2,1,11,10,1466
2021-02-11 14:00:00,2021,2,1,11,14,297
2021-02-11 16:00:00,2021,2,1,11,16,2385
2021-02-11 18:00:00,2021,2,1,11,18,230
2021-02-11 20:00:00,2021,2,1,11,20,1078
2021-02-11 22:00:00,2021,2,1,11,22,1412
2021-02-12 00:00:00,2021,2,1,12,0,2490
2021-02-12 01:00:00,2021,2,1,12,1,805
2021-02-12 03:00:00,2021,2,1,12,3,1838
2021-02-12 04:00:00,2021,2,1,12,4,2203
2021-02-12 05:00:00,2021,2,1,12,5,2247
2021-02-12 06:00:00,2021,2,1,12,6,1815
2021-02-12 09:00:00,2021,2,1,12,9,3863
2021-02-12 10:00:00,2021,2,1,12,10,1596
2021-02-12 13:00:00,2021,2,1,12,13,441
2021-02-12 14:00:00,2021,2,1,12,14,576
2021-02-12 17:00:00,2021,2,1,12,17,2936
2021-02-12 18:00:00,2021,2,1,12,18,36
2021-02-12 20:00:00,2021,2,1,12,20,1812
2021-02-12 21:00:00,2021,2,1,12,21,1391
2021-02-12 22:00:00,2021,2,1,12,22,2920
2021-02-13 00:00:00,2021,2,1,13,0,3501
2021-02-13 02:00:00,2021,2,1,13,2,3021
2021-02-13 03:00:00,2021,2,1,13,3,3459
2021-02-13 06:00:00,2021,2,1,13,6,2614
2021-02-13 07:00:00,2021,2,1,13,7,897
2021-02-13 08:00:00,2021,2,1,13,8,4146
2021-02-13 10:00:00,2021,2,1,13,10,3619
2021-02-13 12:00:00,2021,2,1,13,12,3429
2021-02-13 13:00:00,2021,2,1,13,13,244
2021-02-13 18:00:00,2021,2,1,13,18,1652
2021-02-13 19:00:00,2021,2,1,13,19,132
2021-02-13 20:00:00,2021,2,1,13,20,2494
2021-02-13 22:00:00,2021,2,1,13,22,663
2021-02-13 23:00:00,2021,2,1,13,23,3673
2021-02-14 04:00:00,2021,2,1,14,4,760
2021-02-14 07:00:00,2021,2,1,14,7,2837
2021-02-14 08:00:00,2021,2,1,14,8,3166
2021-02-14 09:00:00,2021,2,1,14,9,2695
2021-02-14 13:00:00,2021,2,1,14,13,2859
2021-02-14 15:00:00,2021,2,1,14,15,2022
2021-02-14 19:00:00,2021,2,1,14,19,105
2021-02-15 00:00:00,2021,2,1,15,0,3385
2021-02-15 01:00:00,2021,2,1,15,1,982
2021-02-15 04:00:00,2021,2,1,15,4,1872
2021-02-15 05:00:00,2021,2,1,15,5,1142
2021-02-15 10:00:00,2021,2,1,15,10,1090
2021-02-15 12:00:00,2021,2,1,15,12,2359
2021-02-15 13:00:00,2021,2,1,15,13,4
2021-02-15 15:00:00,2021,2,1,15,15,1305
2021-02-15 18:00:00,2021,2,1,15,18,2005
2021-02-15 20:00:00,2021,2,1,15,20,1576
2021-02-15 21:00:00,2021,2,1,15,21,3027
2021-02-15 23:00:00,2021,2,1,15,23,1742
2021-02-16 01:00:00,2021,2,1,16,1,357
2021-02-16 03:00:00,2021,2,1,16,3,1743
2021-02-16 05:00:00,2021,2,1,16,5,2379
2021-02-16 07:00:00,2021,2,1,16,7,586
2021-02-16 08:00:00,2021,2,1,16,8,1037
2021-02-16 11:00:00,2021,2,1,16,11,2508
2021-02-16 13:00:00,2021,2,1,16,13,1560
2021-02-16 15:00:00,2021,2,1,16,15,508
2021-02-16 21:00:00,2021,2,1,16,21,4127
2021-02-17 00:00:00,2021,2,1,17,0,2851
2021-02-17 05:00:00,2021,2,1,17,5,3001
2021-02-17 08:00:00,2021,2,1,17,8,2897
2021-02-17 11:00:00,2021,2,1,17,11,2554
2021-02-17 12:00:00,2021,2,1,17,12,1971
2021-02-17 13:00:00,2021,2,1,17,13,4042
2021-02-17 15:00:00,2021,2,1,17,15,940
2021-02-17 17:00:00,2021,2,1,17,17,452
2021-02-17 18:00:00,2021,2,1,17,18,2608
2021-02-17 19:00:00,2021,2,1,17,19,1604
2021-02-17 20:00:00,2021,2,1,17,20,4153
2021-02-17 22:00:00,2021,2,1,17,22,3598
2021-02-18 01:00:00,2021,2,1,18,1,2338
2021-02-18 04:00:00,2021,2,1,18,4,2215
2021-02-18 09:00:00,2021,2,1,18,9,4101
2021-02-18 11:00:00,2021,2,1,18,11,2342
2021-02-18 13:00:00,2021,2,1,18,13,2732
2021-02-18 14:00:00,2021,2,1,18,14,1575
2021-02-18 17:00:00,2021,2,1,18,17,2668
2021-02-18 18:00:00,2021,2,1,18,18,1507
2021-02-19 00:00:00,2021,2,1,19,0,11
2021-02-19 01:00:00,2021,2,1,19,1,3499
2021-02-19 03:00:00,2021,2,1,19,3,3820
2021-02-19 04:00:00,2021,2,1,19,4,1488
2021-02-19 08:00:00,2021,2,1,19,8,727
2021-02-19 12:00:00,2021,2,1,19,12,1198
2021-02-19 13:00:00,2021,2,1,19,13,1937
2021-02-19 14:00:00,2021,2,1,19,14,3801
2021-02-19 17:00:00,2021,2,1,19,17,1978
2021-02-19 20:00:00,2021,2,1,19,20,803
2021-02-19 21:00:00,2021,2,1,19,21,1685
2021-02-19 22:00:00,2021,2,1,19,22,561
2021-02-19 23:00:00,2021,2,1,19,23,3220
2021-02-20 01:00:00,2021,2,1,20,1,3244
2021-02-20 03:00:00,2021,2,1,20,3,1461
2021-02-20 04:00:00,2021,2,1,20,4,3556
2021-02-20 05:00:00,2021,2,1,20,5,3995
2021-02-20 06:00:00,2021,2,1,20,6,2697
2021-02-20 09:00:00,2021,2,1,20,9,2010
2021-02-20 11:00:00,2021,2,1,20,11,2749
2021-02-20 12:00:00,2021,2,1,20,12,2796
2021-02-20 14:00:00,2021,2,1,20,14,1215
2021-02-20 15:00:00,2021,2,1,20,15,612
2021-02-20 16:00:00,2021,2,1,20,16,1435
2021-02-20 18:00:00,2021,2,1,20,18,243
2021-02-20 19:00:00,2021,2,1,20,19,3282
2021-02-20 20:00:00,2021,2,1,20,20,2612
2021-02-20 21:00:00,2021,2,1,20,21,380
2021-02-21 05:00:00,2021,2,1,21,5,861
2021-02-21 06:00:00,2021,2,1,21,6,2066
2021-02-21 07:00:00,2021,2,1,21,7,1591
2021-02-21 09:00:00,2021,2,1,21,9,3464
2021-02-21 10:00:00,2021,2,1,21,10,4058
2021-02-21 11:00:00,2021,2,1,21,11,3680
2021-02-21 12:00:00,2021,2,1,21,12,1695
2021-02-21 13:00:00,2021,2,1,21,13,945
2021-02-21 15:00:00,2021,2,1,21,15,4006
2021-02-21 17:00:00,2021,2,1,21,17,2449
2021-02-21 18:00:00,2021,2,1,21,18,1649
2021-02-21 19:00:00,2021,2,1,21,19,1663
2021-02-22 01:00:00,2021,2,1,22,1,1211
2021-02-22 02:00:00,2021,2,1,22,2,3527
2021-02-22 09:00:00,2021,2,1,22,9,2689
2021-02-22 10:00:00,2021,2,1,22,10,3504
2021-02-22 13:00:00,2021,2,1,22,13,3741
2021-02-22 18:00:00,2021,2,1,22,18,474
2021-02-22 20:00:00,2021,2,1,22,20,724
2021-02-22 23:00:00,2021,2,1,22,23,2256
2021-02-23 01:00:00,2021,2,1,23,1,1233
2021-02-23 03:00:00,2021,2,1,23,3,1531
2021-02-23 04:00:00,2021,2,1,23,4,2531
2021-02-23 06:00:00,2021,2,1,23,6,553
2021-02-23 09:00:00,2021,2,1,23,9,4054
2021-02-23 12:00:00,2021,2,1,23,12,1956
2021-02-23 14:00:00,2021,2,1,23,14,1566
2021-02-23 15:00:00,2021,2,1,23,15,2495
2021-02-23 16:00:00,2021,2,1,23,16,1033
2021-02-23 18:00:00,2021,2,1,23,18,2641
2021-02-23 19:00:00,2021,2,1,23,19,597
2021-02-23 20:00:00,2021,2,1,23,20,3113
2021-02-23 21:00:00,2021,2,1,23,21,1758
2021-02-23 22:00:00,2021,2,1,23,22,2446
2021-02-24 01:00:00,2021,2,1,24,1,136
2021-02-24 06:00:00,2021,2,1,24,6,1825
2021-02-24 07:00:00,2021,2,1,24,7,1771
2021-02-24 08:00:00,2021,2,1,24,8,3002
2021-02-24 12:00:00,2021,2,1,24,12,403
2021-02-24 18:00:00,2021,2,1,24,18,3762
2021-02-24 19:00:00,2021,2,1,24,19,1836
2021-02-24 20:00:00,2021,2,1,24,20,257
2021-02-24 22:00:00,2021,2,1,24,22,2207
2021-02-24 23:00:00,2021,2,1,24,23,2994
2021-02-25 01:00:00,2021,2,1,25,1,2268
2021-02-25 02:00:00,2021,2,1,25,2,695
2021-02-25 03:00:00,2021,2,1,25,3,1734
2021-02-25 07:00:00,2021,2,1,25,7,242
2021-02-25 08:00:00,2021,2,1,25,8,384
2021-02-25 09:00:00,2021,2,1,25,9,1459
2021-02-25 10:00:00,2021,2,1,25,10,3974
2021-02-25 12:00:00,2021,2,1,25,12,1387
2021-02-25 13:00:00,2021,2,1,25,13,1200
2021-02-25 14:00:00,2021,2,1,25,14,2982
2021-02-25 15:00:00,2021,2,1,25,15,2107
2021-02-25 19:00:00,2021,2,1,25,19,926
2021-02-25 20:00:00,2021,2,1,25,20,1953
2021-02-25 21:00:00,2021,2,1,25,21,3394
2021-02-25 22:00:00,2021,2,1,25,22,239
2021-02-26 00:00:00,2021,2,1,26,0,570
2021-02-26 01:00:00,2021,2,1,26,1,527
2021-02-26 10:00:00,2021,2,1,26,10,2952
2021-02-26 11:00:00,2021,2,1,26,11,2990
2021-02-26 13:00:00,2021,2,1,26,13,616
2021-02-26 16:00:00,2021,2,1,26,16,499
2021-02-26 17:00:00,2021,2,1,26,17,678
2021-02-26 18:00:00,2021,2,1,26,18,3105
2021-02-26 19:00:00,2021,2,1,26,19,758
2021-02-26 21:00:00,2021,2,1,26,21,3925
2021-02-27 04:00:00,2021,2,1,27,4,3764
2021-02-27 06:00:00,2021,2,1,27,6,1342
2021-02-27 07:00:00,2021,2,1,27,7,1640
2021-02-27 14:00:00,2021,2,1,27,14,1878
2021-02-27 16:00:00,2021,2,1,27,16,1689
2021-02-27 17:00:00,2021,2,1,27,17,3232
2021-02-27 20:00:00,2021,2,1,27,20,1942
2021-02-27 23:00:00,2021,2,1,27,23,240
2021-02-28 00:00:00,2021,2,1,28,0,2615
2021-02-28 01:00:00,2021,2,1,28,1,2793
2021-02-28 02:00:00,2021,2,1,28,2,43
2021-02-28 03:00:00,2021,2,1,28,3,192
2021-02-28 05:00:00,2021,2,1,28,5,2128
2021-02-28 09:00:00,2021,2,1,28,9,1275
2021-02-28 12:00:00,2021,2,1,28,12,3968
2021-02-28 13:00:00,2021,2,1,28,13,1574
2021-02-28 15:00:00,2021,2,1,28,15,3165
2021-02-28 17:00:00,2021,2,1,28,17,2340
2021-02-28 19:00:00,2021,2,1,28,19,3714
2021-02-28 20:00:00,2021,2,1,28,20,2808
2021-02-28 22:00:00,2021,2,1,28,22,802
2021-02-28 23:00:00,2021,2,1,28,23,2998
2021-03-01 05:00:00,2021,3,1,1,5,1661
2021-03-01 07:00:00,2021,3,1,1,7,1083
2021-03-01 08:00:00,2021,3,1,1,8,3213
2021-03-01 09:00:00,2021,3,1,1,9,2744
2021-03-01 13:00:00,2021,3,1,1,13,1681
2021-03-01 14:00:00,2021,3,1,1,14,1830
2021-03-01 15:00:00,2021,3,1,1,15,581
2021-03-01 16:00:00,2021,3,1,1,16,3022
2021-03-01 20:00:00,2021,3,1,1,20,2523
2021-03-01 22:00:00,2021,3,1,1,22,658
2021-03-02 03:00:00,2021,3,1,2,3,480
2021-03-02 04:00:00,2021,3,1,2,4,1201
2021-03-02 05:00:00,2021,3,1,2,5,1659
2021-03-02 08:00:00,2021,3,1,2,8,2034
2021-03-02 09:00:00,2021,3,1,2,9,28
2021-03-02 10:00:00,2021,3,1,2,10,2023
2021-03-02 12:00:00,2021,3,1,2,12,2688
2021-03-02 15:00:00,2021,3,1,2,15,1144
2021-03-02 16:00:00,2021,3,1,2,16,680
2021-03-02 17:00:00,2021,3,1,2,17,2434
2021-03-02 22:00:00,2021,3,1,2,22,785
2021-03-03 01:00:00,2021,3,1,3,1,2673
2021-03-03 04:00:00,2021,3,1,3,4,1776
2021-03-03 05:00:00,2021,3,1,3,5,1541
2021-03-03 08:00:00,2021,3,1,3,8,494
2021-03-03 14:00:00,2021,3,1,3,14,3712
2021-03-03 17:00:00,2021,3,1,3,17,1804
2021-03-03 19:00:00,2021,3,1,3,19,1044
2021-03-03 21:00:00,2021,3,1,3,21,2987
2021-03-03 23:00:00,2021,3,1,3,23,382
2021-03-04 02:00:00,2021,3,1,4,2,4059
2021-03-04 05:00:00,2021,3,1,4,5,2364
2021-03-04 06:00:00,2021,3,1,4,6,2992
2021-03-04 07:00:00,2021,3,1,4,7,691
2021-03-04 11:00:00,2021,3,1,4,11,1553
2021-03-04 15:00:00,2021,3,1,4,15,2469
2021-03-04 17:00:00,2021,3,1,4,17,750
2021-03-04 18:00:00,2021,3,1,4,18,4126
2021-03-04 19:00:00,2021,3,1,4,19,1394
2021-03-05 00:00:00,2021,3,1,5,0,150
2021-03-05 02:00:00,2021,3,1,5,2,3047
2021-03-05 04:00:00,2021,3,1,5,4,762
2021-03-05 08:00:00,2021,3,1,5,8,2435
2021-03-05 11:00:00,2021,3,1,5,11,1922
2021-03-05 12:00:00,2021,3,1,5,12,2433
2021-03-05 15:00:00,2021,3,1,5,15,181
2021-03-05 19:00:00,2021,3,1,5,19,711
2021-03-05 20:00:00,2021,3,1,5,20,1679
2021-03-05 21:00:00,2021,3,1,5,21,786
2021-03-05 22:00:00,2021,3,1,5,22,3634
2021-03-05 23:00:00,2021,3,1,5,23,2253
2021-03-06 03:00:00,2021,3,1,6,3,1732
2021-03-06 05:00:00,2021,3,1,6,5,248
2021-03-06 07:00:00,2021,3,1,6,7,1886
2021-03-06 11:00:00,2021,3,1,6,11,1462
2021-03-06 12:00:00,2021,3,1,6,12,3847
2021-03-06 18:00:00,2021,3,1,6,18,1643
2021-03-06 20:00:00,2021,3,1,6,20,1059
2021-03-06 21:00:00,2021,3,1,6,21,4147
2021-03-06 22:00:00,2021,3,1,6,22,834
2021-03-07 10:00:00,2021,3,1,7,10,990
2021-03-07 11:00:00,2021,3,1,7,11,59
2021-03-07 12:00:00,2021,3,1,7,12,2517
2021-03-07 14:00:00,2021,3,1,7,14,759
2021-03-07 17:00:00,2021,3,1,7,17,1744
2021-03-07 18:00:00,2021,3,1,7,18,156
2021-03-07 19:00:00,2021,3,1,7,19,2029
2021-03-07 20:00:00,2021,3,1,7,20,2408
2021-03-08 00:00:00,2021,3,1,8,0,1537
2021-03-08 01:00:00,2021,3,1,8,1,2976
2021-03-08 02:00:00,2021,3,1,8,2,2506
2021-03-08 06:00:00,2021,3,1,8,6,1755
2021-03-08 08:00:00,2021,3,1,8,8,817
2021-03-08 10:00:00,2021,3,1,8,10,1672
2021-03-08 13:00:00,2021,3,1,8,13,3409
2021-03-08 14:00:00,2021,3,1,8,14,2814
2021-03-08 15:00:00,2021,3,1,8,15,2934
2021-03-08 18:00:00,2021,3,1,8,18,3567
2021-03-08 21:00:00,2021,3,1,8,21,470
2021-03-09 03:00:00,2021,3,1,9,3,2951
2021-03-09 04:00:00,2021,3,1,9,4,3446
2021-03-09 07:00:00,2021,3,1,9,7,3784
2021-03-09 08:00:00,2021,3,1,9,8,3593
2021-03-09 09:00:00,2021,3,1,9,9,4098
2021-03-09 10:00:00,2021,3,1,9,10,2737
2021-03-09 11:00:00,2021,3,1,9,11,2878
2021-03-09 12:00:00,2021,3,1,9,12,1891
2021-03-09 14:00:00,2021,3,1,9,14,2698
2021-03-09 15:00:00,2021,3,1,9,15,157
2021-03-09 16:00:00,2021,3,1,9,16,251
2021-03-09 20:00:00,2021,3,1,9,20,1944
2021-03-09 22:00:00,2021,3,1,9,22,3832
2021-03-10 00:00:00,2021,3,1,10,0,2662
2021-03-10 01:00:00,2021,3,1,10,1,2941
2021-03-10 06:00:00,2021,3,1,10,6,2932
2021-03-10 07:00:00,2021,3,1,10,7,1136
2021-03-10 09:00:00,2021,3,1,10,9,2285
2021-03-10 12:00:00,2021,3,1,10,12,2354
2021-03-10 13:00:00,2021,3,1,10,13,1704
2021-03-10 17:00:00,2021,3,1,10,17,1318
2021-03-10 18:00:00,2021,3,1,10,18,3127
2021-03-10 19:00:00,2021,3,1,10,19,2484
2021-03-10 21:00:00,2021,3,1,10,21,1720
2021-03-10 22:00:00,2021,3,1,10,22,2550
2021-03-10 23:00:00,2021,3,1,10,23,1862
2021-03-11 00:00:00,2021,3,1,11,0,1946
2021-03-11 01:00:00,2021,3,1,11,1,1381
2021-03-11 02:00:00,2021,3,1,11,2,1228
2021-03-11 04:00:00,2021,3,1,11,4,2539
2021-03-11 07:00:00,2021,3,1,11,7,3613
2021-03-11 09:00:00,2021,3,1,11,9,1026
2021-03-11 11:00:00,2021,3,1,11,11,766
2021-03-11 12:00:00,2021,3,1,11,12,2113
2021-03-11 13:00:00,2021,3,1,11,13,1171
2021-03-11 14:00:00,2021,3,1,11,14,2923
2021-03-11 15:00:00,2021,3,1,11,15,3456
2021-03-11 16:00:00,2021,3,1,11,16,1261
2021-03-11 19:00:00,2021,3,1,11,19,1370
2021-03-11 22:00:00,2021,3,1,11,22,1840
2021-03-12 01:00:00,2021,3,1,12,1,2212
2021-03-12 04:00:00,2021,3,1,12,4,1357
2021-03-12 05:00:00,2021,3,1,12,5,100
2021-03-12 07:00:00,2021,3,1,12,7,712
2021-03-12 09:00:00,2021,3,1,12,9,4096
2021-03-12 14:00:00,2021,3,1,12,14,1454
2021-03-12 15:00:00,2021,3,1,12,15,3962
2021-03-12 16:00:00,2021,3,1,12,16,2437
2021-03-12 17:00:00,2021,3,1,12,17,3773
2021-03-12 21:00:00,2021,3,1,12,21,1773
2021-03-13 01:00:00,2021,3,1,13,1,1610
2021-03-13 03:00:00,2021,3,1,13,3,2176
2021-03-13 05:00:00,2021,3,1,13,5,4062
2021-03-13 06:00:00,2021,3,1,13,6,1823
2021-03-13 07:00:00,2021,3,1,13,7,3698
2021-03-13 12:00:00,2021,3,1,13,12,548
2021-03-13 13:00:00,2021,3,1,13,13,2478
2021-03-13 15:00:00,2021,3,1,13,15,2335
2021-03-13 16:00:00,2021,3,1,13,16,2255
2021-03-13 18:00:00,2021,3,1,13,18,1287
2021-03-13 20:00:00,2021,3,1,13,20,2825
2021-03-13 22:00:00,2021,3,1,13,22,895
2021-03-14 01:00:00,2021,3,1,14,1,1806
2021-03-14 02:00:00,2021,3,1,14,2,1308
2021-03-14 05:00:00,2021,3,1,14,5,2958
2021-03-14 07:00:00,2021,3,1,14,7,2422
2021-03-14 08:00:00,2021,3,1,14,8,445
2021-03-14 09:00:00,2021,3,1,14,9,2390
2021-03-14 11:00:00,2021,3,1,14,11,3323
2021-03-14 14:00:00,2021,3,1,14,14,84
2021-03-14 15:00:00,2021,3,1,14,15,2248
2021-03-14 18:00:00,2021,3,1,14,18,453
2021-03-14 19:00:00,2021,3,1,14,19,986
2021-03-14 22:00:00,2021,3,1,14,22,509
2021-03-14 23:00:00,2021,3,1,14,23,1294
2021-03-15 01:00:00,2021,3,1,15,1,1984
2021-03-15 05:00:00,2021,3,1,15,5,2409
2021-03-15 07:00:00,2021,3,1,15,7,921
2021-03-15 08:00:00,2021,3,1,15,8,2060
2021-03-15 10:00:00,2021,3,1,15,10,609
2021-03-15 11:00:00,2021,3,1,15,11,3864
2021-03-15 16:00:00,2021,3,1,15,16,3620
2021-03-15 18:00:00,2021,3,1,15,18,3953
2021-03-15 19:00:00,2021,3,1,15,19,3025
2021-03-15 20:00:00,2021,3,1,15,20,1429
2021-03-15 21:00:00,2021,3,1,15,21,82
2021-03-15 22:00:00,2021,3,1,15,22,1301
2021-03-16 01:00:00,2021,3,1,16,1,1731
2021-03-16 04:00:00,2021,3,1,16,4,2950
2021-03-16 05:00:00,2021,3,1,16,5,791
2021-03-16 07:00:00,2021,3,1,16,7,1943
2021-03-16 08:00:00,2021,3,1,16,8,1976
2021-03-16 11:00:00,2021,3,1,16,11,3681
2021-03-16 12:00:00,2021,3,1,16,12,3800
2021-03-16 13:00:00,2021,3,1,16,13,638
2021-03-16 15:00:00,2021,3,1,16,15,401
2021-03-16 18:00:00,2021,3,1,16,18,2337
2021-03-16 23:00:00,2021,3,1,16,23,2440
2021-03-17 01:00:00,2021,3,1,17,1,3755
2021-03-17 03:00:00,2021,3,1,17,3,3016
2021-03-17 07:00:00,2021,3,1,17,7,713
2021-03-17 09:00:00,2021,3,1,17,9,3724
2021-03-17 10:00:00,2021,3,1,17,10,3779
2021-03-17 11:00:00,2021,3,1,17,11,1784
2021-03-17 12:00:00,2021,3,1,17,12,1483
2021-03-17 14:00:00,2021,3,1,17,14,266
2021-03-17 21:00:00,2021,3,1,17,21,2801
2021-03-18 00:00:00,2021,3,1,18,0,2856
2021-03-18 01:00:00,2021,3,1,18,1,1788
2021-03-18 03:00:00,2021,3,1,18,3,2899
2021-03-18 05:00:00,2021,3,1,18,5,119
2021-03-18 06:00:00,2021,3,1,18,6,1764
2021-03-18 08:00:00,2021,3,1,18,8,1756
2021-03-18 09:00:00,2021,3,1,18,9,2779
2021-03-18 10:00:00,2021,3,1,18,10,3125
2021-03-18 11:00:00,2021,3,1,18,11,2356
2021-03-18 13:00:00,2021,3,1,18,13,3782
2021-03-18 16:00:00,2021,3,1,18,16,464
2021-03-18 18:00:00,2021,3,1,18,18,1991
2021-03-18 20:00:00,2021,3,1,18,20,3997
2021-03-18 21:00:00,2021,3,1,18,21,2145
2021-03-19 01:00:00,2021,3,1,19,1,2186
2021-03-19 04:00:00,2021,3,1,19,4,3450
2021-03-19 06:00:00,2021,3,1,19,6,4092
2021-03-19 10:00:00,2021,3,1,19,10,3043
2021-03-19 11:00:00,2021,3,1,19,11,2514
2021-03-19 12:00:00,2021,3,1,19,12,3608
2021-03-19 13:00:00,2021,3,1,19,13,681
2021-03-19 16:00:00,2021,3,1,19,16,2843
2021-03-19 23:00:00,2021,3,1,19,23,3042
2021-03-20 00:00:00,2021,3,1,20,0,1000
2021-03-20 03:00:00,2021,3,1,20,3,1350
2021-03-20 06:00:00,2021,3,1,20,6,2839
2021-03-20 09:00:00,2021,3,1,20,9,4061
2021-03-20 10:00:00,2021,3,1,20,10,3367
2021-03-20 11:00:00,2021,3,1,20,11,3489
2021-03-20 14:00:00,2021,3,1,20,14,4036
2021-03-20 15:00:00,2021,3,1,20,15,1554
2021-03-20 16:00:00,2021,3,1,20,16,1578
2021-03-20 19:00:00,2021,3,1,20,19,3024
2021-03-21 01:00:00,2021,3,1,21,1,116
2021-03-21 03:00:00,2021,3,1,21,3,3449
2021-03-21 06:00:00,2021,3,1,21,6,2099
2021-03-21 09:00:00,2021,3,1,21,9,2548
2021-03-21 12:00:00,2021,3,1,21,12,3257
2021-03-21 15:00:00,2021,3,1,21,15,427
2021-03-21 16:00:00,2021,3,1,21,16,3074
2021-03-21 18:00:00,2021,3,1,21,18,985
2021-03-21 23:00:00,2021,3,1,21,23,2646
2021-03-22 00:00:00,2021,3,1,22,0,2922
2021-03-22 01:00:00,2021,3,1,22,1,4013
2021-03-22 03:00:00,2021,3,1,22,3,371
2021-03-22 05:00:00,2021,3,1,22,5,284
2021-03-22 07:00:00,2021,3,1,22,7,3754
2021-03-22 08:00:00,2021,3,1,22,8,487
2021-03-22 10:00:00,2021,3,1,22,10,3635
2021-03-22 12:00:00,2021,3,1,22,12,1467
2021-03-22 15:00:00,2021,3,1,22,15,3085
2021-03-22 18:00:00,2021,3,1,22,18,968
2021-03-22 20:00:00,2021,3,1,22,20,624
2021-03-22 21:00:00,2021,3,1,22,21,1268
2021-03-22 23:00:00,2021,3,1,22,23,2595
2021-03-23 02:00:00,2021,3,1,23,2,3011
2021-03-23 03:00:00,2021,3,1,23,3,671
2021-03-23 04:00:00,2021,3,1,23,4,2812
2021-03-23 09:00:00,2021,3,1,23,9,516
2021-03-23 15:00:00,2021,3,1,23,15,2736
2021-03-23 17:00:00,2021,3,1,23,17,2397
2021-03-23 19:00:00,2021,3,1,23,19,2877
2021-03-24 05:00:00,2021,3,1,24,5,19
2021-03-24 08:00:00,2021,3,1,24,8,2831
2021-03-24 13:00:00,2021,3,1,24,13,3279
2021-03-24 17:00:00,2021,3,1,24,17,832
2021-03-24 18:00:00,2021,3,1,24,18,1184
2021-03-24 21:00:00,2021,3,1,24,21,3524
2021-03-24 22:00:00,2021,3,1,24,22,122
2021-03-25 03:00:00,2021,3,1,25,3,2700
2021-03-25 05:00:00,2021,3,1,25,5,827
2021-03-25 09:00:00,2021,3,1,25,9,2624
2021-03-25 11:00:00,2021,3,1,25,11,3321
2021-03-25 15:00:00,2021,3,1,25,15,1436
2021-03-25 17:00:00,2021,3,1,25,17,2944
2021-03-25 18:00:00,2021,3,1,25,18,1700
2021-03-25 19:00:00,2021,3,1,25,19,1611
2021-03-25 21:00:00,2021,3,1,25,21,3685
2021-03-25 22:00:00,2021,3,1,25,22,1835
2021-03-25 23:00:00,2021,3,1,25,23,3869
2021-03-26 01:00:00,2021,3,1,26,1,2510
2021-03-26 02:00:00,2021,3,1,26,2,3239
2021-03-26 03:00:00,2021,3,1,26,3,3170
2021-03-26 05:00:00,2021,3,1,26,5,2861
2021-03-26 08:00:00,2021,3,1,26,8,2370
2021-03-26 10:00:00,2021,3,1,26,10,1071
2021-03-26 13:00:00,2021,3,1,26,13,579
2021-03-26 15:00:00,2021,3,1,26,15,2586
2021-03-26 16:00:00,2021,3,1,26,16,3920
2021-03-26 19:00:00,2021,3,1,26,19,3730
2021-03-26 22:00:00,2021,3,1,26,22,3652
2021-03-26 23:00:00,2021,3,1,26,23,1068
2021-03-27 01:00:00,2021,3,1,27,1,2063
2021-03-27 03:00:00,2021,3,1,27,3,1805
2021-03-27 04:00:00,2021,3,1,27,4,1799
2021-03-27 05:00:00,2021,3,1,27,5,1070
2021-03-27 09:00:00,2021,3,1,27,9,1897
2021-03-27 10:00:00,2021,3,1,27,10,3026
2021-03-27 11:00:00,2021,3,1,27,11,3808
2021-03-27 12:00:00,2021,3,1,27,12,3096
2021-03-27 20:00:00,2021,3,1,27,20,3561
2021-03-27 21:00:00,2021,3,1,27,21,1933
2021-03-28 00:00:00,2021,3,1,28,0,3280
2021-03-28 01:00:00,2021,3,1,28,1,3283
2021-03-28 02:00:00,2021,3,1,28,2,3028
2021-03-28 04:00:00,2021,3,1,28,4,3242
2021-03-28 06:00:00,2021,3,1,28,6,829
2021-03-28 09:00:00,2021,3,1,28,9,1480
2021-03-28 10:00:00,2021,3,1,28,10,3625
2021-03-28 11:00:00,2021,3,1,28,11,3205
2021-03-28 12:00:00,2021,3,1,28,12,3830
2021-03-28 13:00:00,2021,3,1,28,13,1983
2021-03-28 14:00:00,2021,3,1,28,14,559
2021-03-28 15:00:00,2021,3,1,28,15,433
2021-03-28 17:00:00,2021,3,1,28,17,536
2021-03-28 20:00:00,2021,3,1,28,20,2739
2021-03-28 22:00:00,2021,3,1,28,22,3350
2021-03-28 23:00:00,2021,3,1,28,23,3214
2021-03-29 01:00:00,2021,3,1,29,1,2733
2021-03-29 02:00:00,2021,3,1,29,2,4145
2021-03-29 03:00:00,2021,3,1,29,3,2715
2021-03-29 07:00:00,2021,3,1,29,7,524
2021-03-29 11:00:00,2021,3,1,29,11,2284
2021-03-29 13:00:00,2021,3,1,29,13,3423
2021-03-29 14:00:00,2021,3,1,29,14,1331
2021-03-29 15:00:00,2021,3,1,29,15,3467
2021-03-29 20:00:00,2021,3,1,29,20,3585
2021-03-29 21:00:00,2021,3,1,29,21,1808
2021-03-29 22:00:00,2021,3,1,29,22,2764
